Date,stocks,gold,bonds,property
2017-08-31,247.4900,125.8200,110.4500,84.0400
2017-09-01,247.8400,126.0600,109.9700,84.3300
2017-09-05,246.0600,127.4600,110.4200,84.1000
2017-09-06,246.9000,126.8100,110.3000,84.3200
2017-09-07,246.8700,128.1300,110.5700,84.8600
2017-09-08,246.5800,127.9700,110.4400,84.9300
2017-09-11,249.2100,126.1900,110.1400,85.7100
2017-09-12,250.0500,126.5600,109.9800,84.7000
2017-09-13,250.1700,125.6100,109.8700,84.4800
2017-09-14,250.0900,126.1600,109.9300,85.1800
2017-09-15,249.1900,125.5300,109.9100,85.3400
2017-09-18,249.7200,124.3600,109.8600,84.8800
2017-09-19,249.9700,124.6200,109.8000,84.3200
2017-09-20,250.0600,123.6200,109.7100,84.0900
2017-09-21,249.3900,122.6800,109.6900,83.9300
2017-09-22,249.4400,123.2400,109.7700,82.4900
2017-09-25,248.9300,124.5300,110.0300,82.9700
2017-09-26,249.0800,123.1400,109.9900,83.1100
2017-09-27,250.0500,121.9800,109.6700,82.3600
2017-09-28,250.3500,122.2100,109.6800,82.9200
2017-09-29,251.2300,121.5800,109.5900,83.0900
2017-10-02,252.3200,120.7700,109.4300,82.9700
2017-10-03,252.8600,120.8300,109.5200,82.8500
2017-10-04,253.1600,121.1700,109.4900,83.2700
2017-10-05,254.6600,120.5200,109.4400,83.5700
2017-10-06,254.3700,121.0900,109.2800,83.3000
2017-10-09,253.9500,122.0800,109.4300,83.5000
2017-10-10,254.6200,122.4000,109.4400,83.7500
2017-10-11,255.0200,122.7900,109.4600,84.0300
2017-10-12,254.6400,122.8900,109.5900,84.5700
2017-10-13,254.9500,123.8200,109.8600,84.7900
2017-10-16,255.2900,122.9700,109.7500,84.3700
2017-10-17,255.4700,122.1300,109.7100,84.4700
2017-10-18,255.7200,121.6700,109.5400,84.3800
2017-10-19,255.7900,122.3900,109.6200,84.1300
2017-10-20,257.1100,121.6100,109.3000,83.6500
2017-10-23,256.1100,121.8000,109.4200,83.3300
2017-10-24,256.5600,121.3300,109.1900,82.8300
2017-10-25,255.2900,121.3500,109.1200,82.5900
2017-10-26,255.6200,120.3300,109.0000,81.9100
2017-10-27,257.7100,120.9000,109.2400,82.2800
2017-10-30,256.7500,121.1300,109.5400,82.2100
2017-10-31,257.1500,120.6700,109.4700,82.2000
2017-11-01,257.4900,121.1100,109.2900,82.6000
2017-11-02,257.5900,121.1900,109.3500,83.3000
2017-11-03,258.4500,120.6200,109.4500,83.0900
2017-11-06,258.8500,121.6500,109.5500,83.6500
2017-11-07,258.6700,121.2100,109.5800,84.3300
2017-11-08,259.1100,121.6300,109.5100,84.7500
2017-11-09,258.1700,122.1300,109.4300,84.8400
2017-11-10,258.0900,121.1300,108.9900,84.9300
2017-11-13,258.3300,121.3100,108.9900,85.3600
2017-11-14,257.7300,121.5600,109.1000,85.1800
2017-11-15,256.4400,121.4100,109.3100,84.3200
2017-11-16,258.6200,121.4000,109.1900,85.0200
2017-11-17,257.8600,122.8600,109.3100,84.6500
2017-11-20,258.3000,121.3100,109.2500,84.4000
2017-11-21,259.9900,121.5100,109.3600,85.0300
2017-11-22,259.7600,122.6300,109.5500,84.8400
2017-11-24,260.3600,122.3200,109.5300,84.9500
2017-11-27,260.2300,122.8300,109.5300,84.5500
2017-11-28,262.8700,122.8100,109.5300,84.2300
2017-11-29,262.7100,122.0400,109.2600,84.2600
2017-11-30,265.0100,121.1000,109.0800,84.3900
2017-12-01,264.4600,121.5900,109.1600,84.5900
2017-12-04,264.1400,121.1800,109.1500,84.1700
2017-12-05,263.1900,120.3200,109.2600,83.4700
2017-12-06,263.2400,120.0700,109.3700,83.3900
2017-12-07,264.0700,118.4900,109.2300,83.6000
2017-12-08,265.5100,118.4800,109.1900,84.0300
2017-12-11,266.3100,118.0100,109.1500,84.0200
2017-12-12,266.7800,118.1500,109.1000,84.4300
2017-12-13,266.7500,119.1700,109.4100,84.5700
2017-12-14,265.6600,118.9300,109.4400,84.5500
2017-12-15,266.5100,119.1800,109.4700,85.0800
2017-12-18,268.2000,119.7300,109.3300,85.6400
2017-12-19,267.1700,119.8200,109.0100,83.8200
2017-12-20,267.0300,120.1400,108.7600,82.8500
2017-12-21,267.5800,120.3100,108.8200,81.2700
2017-12-22,267.5100,120.9400,108.8700,81.8300
2017-12-26,267.1900,121.7700,108.9600,82.2400
2017-12-27,267.3200,122.2300,109.3000,82.5100
2017-12-28,267.8700,122.8500,109.2200,82.9500
2017-12-29,266.8600,123.6500,109.3300,82.9800
2018-01-02,268.7700,125.1500,109.1700,82.6700
2018-01-03,270.4700,124.8200,109.1800,82.4300
2018-01-04,271.6100,125.4600,109.1100,81.0100
2018-01-05,273.4200,125.3300,109.0400,81.0500
2018-01-08,273.9200,125.3100,109.0100,81.4700
2018-01-09,274.5400,124.7300,108.7100,80.4200
2018-01-10,274.1200,125.0300,108.7100,79.5200
2018-01-11,276.1200,125.4400,108.7600,79.2500
2018-01-12,277.9200,126.9600,108.7400,78.6100
2018-01-16,276.9700,127.1700,108.7700,78.7600
2018-01-17,279.6100,126.1400,108.6500,79.3100
2018-01-18,279.1400,125.8600,108.4100,78.2900
2018-01-19,280.4100,126.4200,108.1800,78.7100
2018-01-22,282.6900,126.6500,108.1400,79.4300
2018-01-23,283.2900,127.2800,108.4000,80.5300
2018-01-24,283.1800,128.8300,108.2900,80.1100
2018-01-25,283.3000,127.9700,108.5700,79.9700
2018-01-26,286.5800,128.0700,108.3700,79.6900
2018-01-29,284.6800,127.3500,108.1800,78.6200
2018-01-30,281.7600,126.8000,108.0100,78.0500
2018-01-31,281.9000,127.6500,108.1000,79.4500
2018-02-01,281.5800,128.0700,107.5200,77.7400
2018-02-02,275.4500,126.3900,107.2000,77.0800
2018-02-05,263.9300,126.7100,107.6300,74.7900
2018-02-06,269.1300,125.3800,107.3200,74.8000
2018-02-07,267.6700,124.7900,107.0800,74.4800
2018-02-08,257.6300,124.9800,106.9000,72.3400
2018-02-09,261.5000,124.7700,106.7600,74.1500
2018-02-12,265.3400,125.3700,106.7900,74.1800
2018-02-13,266.0000,126.0800,106.8200,74.7000
2018-02-14,269.5900,128.2300,106.4600,74.1600
2018-02-15,273.0300,128.3800,106.5900,74.8800
2018-02-16,273.1100,127.9600,106.8000,75.2900
2018-02-20,271.4000,126.2400,106.6900,74.4000
2018-02-21,270.0500,125.6600,106.3500,72.9300
2018-02-22,270.4000,126.3000,106.3600,73.7600
2018-02-23,274.7100,126.1400,106.6300,74.9400
2018-02-26,277.9000,126.4500,106.7100,75.1500
2018-02-27,274.4300,125.1300,106.4800,73.4000
2018-02-28,271.6500,125.0000,106.7700,73.3500
2018-03-01,267.7000,124.7200,106.6300,73.4200
2018-03-02,269.0800,125.3900,106.4600,73.3900
2018-03-05,272.1900,125.1800,106.4000,74.2200
2018-03-06,272.8800,126.5300,106.4200,74.5700
2018-03-07,272.7800,125.7200,106.4000,75.0300
2018-03-08,274.1000,125.4200,106.5700,75.1700
2018-03-09,278.8700,125.5400,106.3700,75.5800
2018-03-12,278.5200,125.5400,106.4300,75.9100
2018-03-13,276.7200,125.7800,106.5700,75.9800
2018-03-14,275.3000,125.7000,106.7500,76.0500
2018-03-15,275.0000,124.9000,106.7600,76.0300
2018-03-16,274.2000,124.6000,106.7000,76.5600
2018-03-19,270.4900,124.8700,106.5900,75.9000
2018-03-20,270.9500,124.3100,106.4200,75.6400
2018-03-21,270.4300,126.4800,106.4100,75.0800
2018-03-22,263.6700,125.9800,106.6100,74.6400
2018-03-23,258.0500,127.6100,106.6100,73.3100
2018-03-26,265.1100,128.2800,106.5700,73.4300
2018-03-27,260.6000,127.4900,106.8800,73.7100
2018-03-28,259.8300,125.7300,106.9400,75.5600
2018-03-29,263.1500,125.7900,107.2500,75.4700
2018-04-02,257.4700,127.2600,106.9000,74.4500
2018-04-03,260.7700,126.3000,106.7800,75.0800
2018-04-04,263.5600,126.4500,106.8200,75.8700
2018-04-05,265.6400,125.8000,106.6700,75.8400
2018-04-06,259.7200,126.3900,106.9100,75.2700
2018-04-09,261.0000,126.8200,107.0000,75.0300
2018-04-10,265.1500,127.1200,106.9200,74.9500
2018-04-11,263.7600,128.1100,107.0100,75.1100
2018-04-12,265.9300,126.6200,106.7700,74.2700
2018-04-13,265.1500,127.4500,106.8000,74.6600
2018-04-16,267.3300,127.6300,106.8200,75.1200
2018-04-17,270.1900,127.7500,106.8500,76.0000
2018-04-18,270.3900,127.8500,106.5500,75.8400
2018-04-19,268.8900,127.6000,106.2900,74.7400
2018-04-20,266.6100,126.6300,106.0000,74.0500
2018-04-23,266.5700,125.6200,105.9500,73.9900
2018-04-24,262.9800,126.2300,105.8100,74.2700
2018-04-25,263.6300,125.4100,105.6700,74.1300
2018-04-26,266.3100,124.9700,105.8500,75.1000
2018-04-27,266.5600,125.5000,105.9800,76.3900
2018-04-30,264.5100,124.5900,106.0000,76.0900
2018-05-01,264.9800,123.7100,105.6700,76.7800
2018-05-02,263.2000,123.6500,105.6700,76.5000
2018-05-03,262.6200,124.2800,105.7900,76.4500
2018-05-04,266.0200,124.5400,105.8600,77.2900
2018-05-07,266.9200,124.5700,105.8100,77.8100
2018-05-08,266.9200,124.5900,105.6900,77.4200
2018-05-09,269.5000,124.3300,105.5700,77.9400
2018-05-10,272.0200,125.1800,105.8100,78.5500
2018-05-11,272.8500,125.0000,105.8600,78.2800
2018-05-14,272.9800,124.4900,105.7600,77.6100
2018-05-15,271.1000,122.4800,105.2900,76.3500
2018-05-16,272.2400,122.2900,105.1700,76.1200
2018-05-17,272.0100,122.3600,105.0300,75.7400
2018-05-18,271.3300,122.4100,105.3000,75.8400
2018-05-21,273.3700,122.4800,105.3100,76.7400
2018-05-22,272.6100,122.4100,105.3100,76.8500
2018-05-23,273.3600,122.5400,105.6000,77.6200
2018-05-24,272.8000,123.5900,105.8900,77.4600
2018-05-25,272.1500,123.2100,106.1200,77.7300
2018-05-29,269.0200,123.1900,106.8200,78.1000
2018-05-30,272.6100,123.3700,106.5500,79.1600
2018-05-31,270.9400,123.1000,106.4600,78.8900
2018-06-01,273.6000,122.4900,106.0800,79.2400
2018-06-04,274.9000,122.3700,105.8300,79.9300
2018-06-05,275.1000,122.8500,105.9100,79.7200
2018-06-06,277.4000,122.9200,105.6700,79.9100
2018-06-07,277.3700,122.8600,105.9000,79.9100
2018-06-08,278.1900,123.0100,105.7500,80.2000
2018-06-11,278.5600,123.2300,105.6400,80.0800
2018-06-12,278.9200,122.8200,105.6700,80.5600
2018-06-13,278.0300,123.1900,105.5700,78.9900
2018-06-14,278.7300,123.3800,105.8400,79.7400
2018-06-15,277.1300,121.3400,105.8800,79.6900
2018-06-18,276.5600,121.1100,105.9000,78.9800
2018-06-19,275.5000,120.8000,106.0100,78.9000
2018-06-20,275.9700,120.2600,105.8100,79.7800
2018-06-21,274.2400,120.0500,105.8400,80.1600
2018-06-22,274.7400,120.3400,105.9400,80.7900
2018-06-25,271.0000,119.8900,105.8800,80.5800
2018-06-26,271.6000,119.2600,106.0500,80.8400
2018-06-27,269.3500,118.5800,106.2400,80.5300
2018-06-28,270.8900,118.2200,106.2300,81.2500
2018-06-29,271.2800,118.6500,106.3200,81.4500
2018-07-02,271.8600,117.4600,105.9900,81.0000
2018-07-03,270.9000,118.6500,106.2100,81.6100
2018-07-05,273.1100,119.0500,106.3100,82.5800
2018-07-06,275.4200,118.8600,106.4200,83.0200
2018-07-09,277.9000,119.1500,106.3200,82.3600
2018-07-10,278.9000,118.9300,106.2400,82.5300
2018-07-11,276.8600,117.6400,106.2800,82.2600
2018-07-12,279.3700,118.1300,106.4100,82.5100
2018-07-13,279.5900,117.6100,106.5100,82.2600
2018-07-16,279.3400,117.5500,106.3900,81.8200
2018-07-17,280.4700,116.2800,106.3500,81.2800
2018-07-18,281.0600,116.3100,106.3200,80.9200
2018-07-19,280.0000,115.8100,106.4800,81.8700
2018-07-20,279.6800,116.5600,106.2700,81.0800
2018-07-23,280.2000,116.0000,105.9000,80.9100
2018-07-24,281.6100,116.0400,106.0500,80.5000
2018-07-25,284.0100,116.6800,106.0600,81.1400
2018-07-26,283.3400,115.7700,106.0000,81.4100
2018-07-27,281.4200,115.8300,106.0800,80.5400
2018-07-30,279.9500,115.6500,105.9700,80.5900
2018-07-31,281.3300,115.9900,106.0600,81.9400
2018-08-01,280.8600,115.1400,105.7000,82.5200
2018-08-02,282.3900,114.5200,105.7400,82.1900
2018-08-03,283.6000,114.9200,105.9700,83.0800
2018-08-06,284.6400,114.3300,106.0400,82.9700
2018-08-07,285.5800,114.5900,105.8500,82.8200
2018-08-08,285.4600,114.9100,105.8500,82.3400
2018-08-09,285.0700,114.7400,106.0000,82.3800
2018-08-10,283.1600,114.6900,106.2300,81.7500
2018-08-13,282.1000,112.9600,106.2900,81.5900
2018-08-14,283.9000,113.0700,106.1900,81.9900
2018-08-15,281.7800,111.1900,106.3400,82.6200
2018-08-16,284.0600,111.1000,106.4000,83.2900
2018-08-17,285.0600,112.1300,106.4600,84.0600
2018-08-20,285.6700,112.6900,106.6700,84.1200
2018-08-21,286.3400,113.0200,106.5800,83.6100
2018-08-22,286.1700,113.2700,106.6700,83.1400
2018-08-23,285.7900,112.2000,106.6100,82.9300
2018-08-24,287.5100,114.1600,106.7300,83.4200
2018-08-27,289.7800,114.5900,106.5900,83.1200
2018-08-28,289.9200,113.6800,106.3900,84.2400
2018-08-29,291.4800,114.2000,106.3700,84.2600
2018-08-30,290.3000,113.6400,106.4200,83.7200
2018-08-31,290.3100,113.5100,106.4100,84.0500
2018-09-04,289.8100,112.9300,106.0600,83.0500
2018-09-05,289.0300,113.3200,106.0100,83.5300
2018-09-06,288.1600,113.5400,106.1900,83.7700
2018-09-07,287.6000,113.2300,105.8100,82.8600
2018-09-10,288.1000,113.1500,105.9100,83.2300
2018-09-11,289.0500,113.2200,105.7300,83.2200
2018-09-12,289.1200,114.1700,105.8000,83.2600
2018-09-13,290.8300,113.7600,105.8700,83.6700
2018-09-14,290.8800,113.0200,105.6700,83.1400
2018-09-17,289.3400,113.6100,105.6700,83.4100
2018-09-18,290.9100,113.4400,105.4400,83.0100
2018-09-19,291.2200,113.8800,105.2400,82.0400
2018-09-20,293.5800,114.2700,105.3800,82.8100
2018-09-21,291.9900,113.4900,105.4600,82.7800
2018-09-24,291.0200,113.4700,105.3600,80.1700
2018-09-25,290.7500,113.6500,105.3100,80.1800
2018-09-26,289.8800,113.0500,105.5600,79.2200
2018-09-27,290.6900,112.0500,105.6300,79.6000
2018-09-28,290.7200,112.7600,105.5200,80.6800
2018-10-01,291.7300,112.5700,105.2400,79.9300
2018-10-02,291.5600,113.8700,105.3600,79.7500
2018-10-03,291.7200,113.4200,104.8600,78.9000
2018-10-04,289.4400,113.4800,104.5600,78.2400
2018-10-05,287.8200,113.8000,104.3300,78.2000
2018-10-08,287.8200,112.5400,104.2900,79.3300
2018-10-09,287.4000,112.6000,104.4400,79.4400
2018-10-10,278.3000,112.8800,104.4100,78.2600
2018-10-11,272.1700,115.7800,104.7200,76.0200
2018-10-12,275.9500,115.2300,104.7500,75.8200
2018-10-15,274.4000,116.0000,104.6800,76.3300
2018-10-16,280.4000,115.8000,104.7400,77.9000
2018-10-17,280.4500,115.7900,104.5300,77.6000
2018-10-18,276.4000,115.9200,104.4600,77.4500
2018-10-19,276.2500,116.0100,104.3700,78.1200
2018-10-22,275.0100,115.7100,104.3500,77.0300
2018-10-23,273.6100,116.3900,104.4800,77.3700
2018-10-24,265.3200,116.6600,104.7500,78.1000
2018-10-25,270.0800,116.4000,104.6600,79.1000
2018-10-26,265.3300,116.7700,104.9000,77.2000
2018-10-29,263.8600,116.3100,104.7900,78.1800
2018-10-30,267.7700,115.8000,104.6400,79.2500
2018-10-31,270.6300,115.1500,104.5900,78.3200
2018-11-01,273.5100,116.6300,104.3400,78.6900
2018-11-02,271.8900,116.6500,104.0300,78.0400
2018-11-05,273.3900,116.3700,104.1000,79.2000
2018-11-06,275.1200,116.0400,104.1100,79.6000
2018-11-07,281.0100,116.0300,104.2000,80.5500
2018-11-08,280.5000,115.7800,104.0100,80.6100
2018-11-09,277.7600,114.4800,104.1400,80.6000
2018-11-12,272.5700,113.6600,104.3100,80.7600
2018-11-13,272.0600,113.7000,104.3500,80.6800
2018-11-14,270.2000,114.6400,104.3600,80.4800
2018-11-15,273.0200,114.7700,104.4900,79.9300
2018-11-16,273.7300,115.6200,104.6600,80.7900
2018-11-19,269.1000,115.6700,104.6500,80.9000
2018-11-20,264.1200,115.6700,104.6100,80.0700
2018-11-21,265.0200,115.8600,104.6800,80.1400
2018-11-23,263.2500,115.7700,104.6500,79.9800
2018-11-26,267.5000,115.6400,104.6300,80.1300
2018-11-27,268.4000,114.9500,104.6600,80.4700
2018-11-28,274.5800,115.3800,104.8600,81.1900
2018-11-29,273.9800,115.7400,104.9100,81.2100
2018-11-30,275.6500,115.5400,104.8800,81.9800
2018-12-03,279.3000,116.4100,104.8000,82.4200
2018-12-04,270.2500,117.1200,105.0800,81.2000
2018-12-06,269.8400,117.1400,105.3400,83.2100
2018-12-07,263.5700,118.0900,105.4800,82.1200
2018-12-10,264.0700,117.6800,105.5500,81.5900
2018-12-11,264.1300,117.5400,105.5800,81.6300
2018-12-12,265.4600,117.7900,105.5000,80.3700
2018-12-13,265.3700,117.5300,105.5300,79.8800
2018-12-14,260.4700,117.0600,105.5600,79.6500
2018-12-17,255.3600,117.8700,105.7400,76.6500
2018-12-18,255.0800,118.1500,105.8400,77.4400
2018-12-19,251.2600,117.4300,105.9400,76.5900
2018-12-20,247.1700,119.2400,105.8400,75.4400
2018-12-21,240.7000,118.7200,105.7900,74.3900
2018-12-24,234.3400,120.0200,105.8600,71.7400
2018-12-26,246.1800,119.6600,105.6600,74.1400
2018-12-27,248.0700,120.5700,105.8300,74.1300
2018-12-28,247.7500,121.0600,106.2200,74.3700
2018-12-31,249.9200,121.2500,106.4900,74.5700
2019-01-02,250.1800,121.3300,106.5700,72.9500
2019-01-03,244.2100,122.4300,107.0100,73.4600
2019-01-04,252.3900,121.4400,106.6900,74.3200
2019-01-07,254.3800,121.8600,106.5100,75.0500
2019-01-08,256.7700,121.5300,106.4300,76.6000
2019-01-09,257.9700,122.3100,106.5200,76.4900
2019-01-10,258.8800,121.5900,106.4000,77.5300
2019-01-11,258.9800,121.8000,106.5500,77.7500
2019-01-14,257.4000,122.0900,106.4000,77.4900
2019-01-15,260.3500,121.8800,106.4200,78.2300
2019-01-16,260.9800,122.2700,106.5100,78.7800
2019-01-17,262.9600,122.1100,106.4300,79.1600
2019-01-18,266.4600,121.0200,106.3500,79.4300
2019-01-22,262.8600,121.4500,106.4400,79.1900
2019-01-23,263.4100,121.2800,106.5500,79.2000
2019-01-24,263.5500,121.0900,106.7300,79.4700
2019-01-25,265.7800,122.8600,106.6800,80.4600
2019-01-28,263.7600,123.2900,106.6200,81.2500
2019-01-29,263.4100,123.9800,106.9000,81.8900
2019-01-30,267.5800,124.6900,107.1400,82.5500
2019-01-31,269.9300,124.7500,107.4600,83.4100
2019-02-01,270.0600,124.5000,106.9700,82.8800
2019-02-04,271.9600,123.9600,106.8800,83.5000
2019-02-05,273.1000,124.2800,107.1100,83.9800
2019-02-06,272.7400,123.4400,107.0500,83.4300
2019-02-07,270.1400,123.7400,107.1000,84.1200
2019-02-08,270.4700,124.2100,107.3400,84.1200
2019-02-11,270.6200,123.6000,107.2300,84.3500
2019-02-12,274.1000,123.8600,107.2500,83.8200
2019-02-13,274.9900,123.3700,107.0600,84.2500
2019-02-14,274.3800,124.0600,107.2200,84.5200
2019-02-15,277.3700,124.8000,107.3000,85.0900
2019-02-19,277.8500,126.7000,107.3600,85.0700
2019-02-20,278.4100,126.4800,107.3700,84.5400
2019-02-21,277.4200,125.0500,107.1300,84.6200
2019-02-22,279.1400,125.5000,107.4000,85.1200
2019-02-25,279.5200,125.3700,107.3700,84.4500
2019-02-26,279.3200,125.5800,107.4900,84.1900
2019-02-27,279.2000,124.6900,107.2600,83.7700
2019-02-28,278.6800,123.9900,107.0700,83.9900
2019-03-01,280.4200,121.8800,106.6300,83.7300
2019-03-04,279.4000,121.5600,106.7600,84.1100
2019-03-05,279.0200,121.7200,106.8300,84.3400
2019-03-06,277.3300,121.6100,106.9900,83.9500
2019-03-07,275.0100,121.5100,107.2900,83.7700
2019-03-08,274.4600,122.8400,107.4300,83.8600
2019-03-11,278.4400,122.2400,107.4400,85.0900
2019-03-12,279.4900,122.9800,107.6400,85.4800
2019-03-13,281.3400,123.8400,107.5900,85.9000
2019-03-14,281.1600,122.4100,107.4300,86.0300
2019-03-15,281.3100,122.9700,107.7000,85.7600
2019-03-18,282.3300,123.0400,107.6800,85.3300
2019-03-19,282.4000,123.3800,107.6200,85.0700
2019-03-20,281.5500,124.1800,108.0600,85.3300
2019-03-21,284.7300,123.6800,108.0800,86.8500
2019-03-22,279.2500,123.9700,108.6200,86.2200
2019-03-25,279.0400,124.9200,108.8200,86.3300
2019-03-26,281.1200,124.3000,108.8400,87.0200
2019-03-27,279.6500,123.6500,109.0700,86.7700
2019-03-28,280.7100,121.9000,109.0800,86.9900
2019-03-29,282.4800,122.0100,109.0700,86.9100
2019-04-01,285.8300,121.5300,108.3100,86.8600
2019-04-02,285.9700,121.9800,108.4300,87.4700
2019-04-03,286.4200,121.8000,108.2300,87.3700
2019-04-04,287.1800,122.1100,108.3100,87.2300
2019-04-05,288.5700,121.9800,108.3900,87.8400
2019-04-08,288.7900,122.5100,108.3400,87.3500
2019-04-09,287.3100,123.1500,108.4000,86.8900
2019-04-10,288.2900,123.5300,108.6100,87.6900
2019-04-11,288.2100,121.9500,108.4800,87.6300
2019-04-12,290.1600,121.8300,108.2700,88.0500
2019-04-15,289.9700,121.6000,108.2500,87.6000
2019-04-16,290.1600,120.5100,108.0600,85.6200
2019-04-17,289.4500,120.2800,108.0500,84.8400
2019-04-18,290.0200,120.3700,108.1900,85.4900
2019-04-22,290.2700,120.3700,108.0600,84.5500
2019-04-23,292.8800,120.1200,108.2500,85.6700
2019-04-24,292.2300,120.4700,108.5000,86.3000
2019-04-25,292.0500,120.5700,108.4900,86.1200
2019-04-26,293.4100,121.3700,108.7100,86.8000
2019-04-29,293.8700,120.8300,108.5200,85.9500
2019-04-30,294.0200,121.2000,108.5900,86.7700
2019-05-01,291.8100,120.4000,108.4000,86.8400
2019-05-02,291.1800,119.9400,108.1600,86.9300
2019-05-03,294.0300,120.6500,108.3400,87.6700
2019-05-06,292.8200,120.8100,108.4800,87.3900
2019-05-07,287.9300,121.2100,108.6100,85.8100
2019-05-08,287.5300,120.9100,108.5900,85.7200
2019-05-09,286.6600,121.2000,108.6500,85.9400
2019-05-10,288.1000,121.4300,108.6700,86.8600
2019-05-13,280.8600,122.6700,108.8500,86.7700
2019-05-14,283.4000,122.4600,108.9400,87.0900
2019-05-15,285.0600,122.3900,109.1300,87.6800
2019-05-16,287.7000,121.5100,109.0000,88.0300
2019-05-17,285.8400,120.6500,109.0300,87.8600
2019-05-20,283.9500,120.6400,108.8800,86.5900
2019-05-21,286.5100,120.3600,108.8700,87.3300
2019-05-22,285.6300,120.2400,109.0500,87.5900
2019-05-23,282.1400,121.1700,109.3700,87.7900
2019-05-24,282.7800,121.3000,109.4100,88.0600
2019-05-28,280.1500,120.8300,109.5700,87.1900
2019-05-29,278.2700,120.8700,109.6000,86.0300
2019-05-30,279.0300,121.6900,109.8900,86.3900
2019-05-31,275.2700,123.3300,110.4000,86.8900
2019-06-03,274.5700,125.1100,110.4000,87.1000
2019-06-04,280.5300,125.1500,110.3000,86.7100
2019-06-05,282.9600,125.4700,110.2400,88.5200
2019-06-06,284.8000,125.8800,110.2200,88.6900
2019-06-07,287.6500,126.5900,110.5300,89.0200
2019-06-10,288.9700,125.3300,110.2400,88.7300
2019-06-11,288.9000,125.1800,110.2200,88.9700
2019-06-12,288.3900,125.8300,110.3600,89.2700
2019-06-13,289.5800,126.6000,110.6000,89.6500
2019-06-14,289.2600,126.5600,110.5700,89.7000
2019-06-17,289.3700,126.4800,110.5400,90.6600
2019-06-18,292.4000,127.1200,110.8400,90.5700
2019-06-19,293.0600,127.8900,111.2200,91.0600
2019-06-20,295.8600,131.1100,111.4100,91.5200
2019-06-21,294.0000,131.9800,111.1200,90.2300
2019-06-24,293.6400,133.9400,111.3200,89.9200
2019-06-25,290.7600,134.2000,111.3400,88.5900
2019-06-26,290.4700,132.9700,111.0900,86.8200
2019-06-27,291.5000,132.8400,111.4000,87.1000
2019-06-28,293.0000,133.2000,111.3500,87.4000
2019-07-01,295.6600,130.6200,111.1800,87.3600
2019-07-02,296.4300,133.4100,111.3800,88.8800
2019-07-03,298.8000,133.6300,111.5600,89.9400
2019-07-05,298.4600,132.1400,111.0900,89.6200
2019-07-08,296.8200,131.2900,111.0300,89.9400
2019-07-09,297.1900,131.7500,111.0000,90.2400
2019-07-10,298.6100,133.8300,111.0800,90.7600
2019-07-11,299.3100,132.7000,110.6700,89.5800
2019-07-12,300.6500,133.5300,110.7900,89.4600
2019-07-15,300.7500,133.5300,110.9500,89.3900
2019-07-16,299.7800,132.4000,110.8300,89.1800
2019-07-17,297.7400,134.5800,111.1200,88.8800
2019-07-18,298.8300,136.4800,111.3000,88.8800
2019-07-19,297.1700,134.4700,111.1700,87.4300
2019-07-22,297.9000,134.4500,111.3100,87.3500
2019-07-23,300.0300,133.6900,111.2000,88.3400
2019-07-24,301.4400,134.3700,111.3600,88.4100
2019-07-25,300.0000,133.4200,111.1900,87.8900
2019-07-26,302.0100,133.6400,111.2100,88.2900
2019-07-29,301.4600,134.5300,111.2600,88.5300
2019-07-30,300.7200,134.9800,111.2500,89.2400
2019-07-31,297.4300,133.2100,111.3000,88.8900
2019-08-01,294.8400,136.4100,111.9100,88.8900
2019-08-02,292.6200,135.8900,111.9500,89.3200
2019-08-05,283.8200,137.7900,112.4400,87.5600
2019-08-06,287.8000,138.9100,112.7400,88.5300
2019-08-07,287.9700,141.0200,112.6800,89.3900
2019-08-08,293.6200,141.7300,112.7900,90.9600
2019-08-09,291.6200,141.2600,112.6400,90.8500
2019-08-12,288.0700,142.6300,113.0500,90.6100
2019-08-13,292.5500,141.7800,112.8900,90.7400
2019-08-14,283.9000,142.7500,113.2400,89.3600
2019-08-15,284.6500,143.7000,113.7600,90.2500
2019-08-16,288.8500,142.7800,113.6700,91.1800
2019-08-19,292.3300,141.1100,113.3700,91.8400
2019-08-20,290.0900,142.2100,113.6800,91.1900
2019-08-21,292.4500,141.7600,113.6200,91.5700
2019-08-22,292.3600,141.4000,113.3200,91.9900
2019-08-23,284.8500,144.1700,113.7800,90.7000
2019-08-26,288.0000,144.1900,113.7300,91.4000
2019-08-27,286.8700,145.5700,114.0900,91.1400
2019-08-28,288.8900,145.1600,114.1000,91.4400
2019-08-29,292.5800,144.1200,114.0300,92.1500
2019-08-30,292.4500,143.7500,114.1300,92.2200
2019-09-03,290.7400,145.7500,113.8400,93.1400
2019-09-04,294.0400,146.6600,114.0400,93.9200
2019-09-05,297.8200,143.1400,113.5500,93.2400
2019-09-06,298.0500,141.9200,113.6700,93.4500
2019-09-09,298.2000,141.3900,113.1900,93.0000
2019-09-10,298.1300,140.1800,112.5800,92.0400
2019-09-11,300.2500,141.0300,112.6000,92.1400
2019-09-12,301.2900,141.3200,112.4200,92.6300
2019-09-13,301.0900,140.1500,111.7500,91.6400
2019-09-16,300.1600,141.3200,112.0500,92.4400
2019-09-17,300.9200,141.6000,112.2200,93.4400
2019-09-18,301.1000,140.7100,112.3500,93.1200
2019-09-19,301.0800,141.2800,112.5100,93.4500
2019-09-20,298.2800,142.9500,112.9200,93.4500
